"Pacific.blue"	"Alexa"	"APC"
966	607	582
1015	708	1895
715	507	455
2243	668	2029
3119	148	406
3054	942	546
1299	557	402
2626	486	2461
3167	218	1698
333	437	346
992	750	473
1358	746	2531
3187	1117	2520
2552	763	391
465	541	376
1311	427	287
2208	730	2662
2053	732	1793
1644	673	1812
1486	885	625
3048	1017	482
2203	708	2525
2950	722	2238
585	632	417
2536	1020	2133
630	703	2540
1949	651	1789
1434	493	1722
1643	548	1022
2614	893	2398
2686	1104	2553
3198	415	1923
924	533	2023
1513	707	335
870	848	2112
1617	885	2725
1317	651	357
1815	828	1180
2645	583	2423
3283	629	2527
1514	781	2596
2947	753	574
2750	933	2059
759	732	1706
2557	641	424
2605	736	1824
822	746	2561
2524	885	526
954	824	1885
2792	516	2597
3040	615	1661
1490	721	1833
1441	783	1431
2555	855	1751
638	475	428
604	454	1838
2994	748	477
840	675	2541
3098	496	2486
609	609	372
2482	735	2403
640	631	455
1915	711	1736
2764	462	1676
1971	721	2278
591	840	633
840	766	379
2051	534	473
1995	696	421
1698	775	2666
607	723	2478
1381	591	2601
2744	498	1976
738	730	287
1418	801	1856
2981	878	451
2123	740	1934
2450	648	518
3049	479	533
1649	827	2687
1524	948	2598
1609	572	1878
2019	597	462
1621	587	1056
1296	514	376
2657	591	1774
2524	715	394
1848	604	451
803	784	500
2643	642	362
969	932	2582
2734	664	2554
1970	608	1911
3215	494	417
695	587	376
3126	819	545
955	706	2487
2481	955	2402
1430	784	1827
3000	808	1712
2650	741	508
938	743	2037
896	882	503
865	732	335
721	743	394
1956	703	481
2872	524	2674
2150	823	1835
2040	638	820
2506	766	568
1879	704	2385
2055	675	2462
2501	833	2397
1648	884	2594
1543	791	2630
1625	626	2635
729	688	2399
581	529	2198
663	874	1323
1369	702	1721
1704	501	1961
2709	143	2470
2653	390	2428
702	706	1935
2682	421	1849
791	705	1882
644	698	2473
2238	565	2104
2547	978	2450
435	602	2362
2222	774	2630
2530	458	302
1792	605	1593
3126	1001	2465
636	791	636
712	403	455
1347	681	485
2639	476	496
2723	332	2598
806	863	2661
1899	683	1706
2624	445	331
837	877	424
2473	767	1740
2127	765	2491
1488	572	1777
745	675	383
2670	554	1797
889	685	2558
732	750	455
1787	770	2698
2130	864	2603
2035	548	2348
1556	646	1590
1270	668	346
2031	616	1828
1373	659	1794
2613	923	1810
671	668	2019
765	666	2578
1678	725	466
829	692	2545
1974	762	2409
2562	756	2423
2459	409	516
2720	588	2076
1955	477	2445
1047	740	593
2593	557	1884
3080	479	2507
1610	806	2790
2000	755	1795
1892	655	2215
2493	695	2402
839	798	357
2049	716	530
3121	979	2520
1941	734	1838
527	558	1778
2268	1010	2686
1954	438	2331
1430	727	443
1654	953	1968
2129	598	2419
1557	822	1874
1630	869	2084
3155	691	548
693	644	2489
790	887	2622
1958	547	327
3055	971	1751
3013	867	379
1439	594	451
2703	926	2523
2756	1065	2578
849	816	2459
1748	927	2828
1993	780	2480
870	794	2474
2175	543	466
2662	282	1905
1992	474	1799
1553	765	2017
1928	834	518
3045	923	488
2475	472	409
785	794	1810
1423	750	571
1469	873	1813
2009	548	2454
2662	295	1911
1535	926	2666
2108	782	432
2234	808	2691
1554	840	1883
3242	1002	1964
1948	684	1720
3248	669	2688
2714	663	1958
3167	778	2443
388	535	398
1555	920	1795
2650	451	2536
633	896	398
2194	746	2512
2098	622	406
1235	664	387
2044	707	567
2013	669	346
2582	609	2333
1648	883	455
3158	680	1795
2576	916	1888
952	880	2457
1525	833	462
1984	562	1786
1506	676	2596
2064	678	1811
2577	703	2333
1352	855	1865
1946	689	2402
1998	518	1801
3099	239	1721
726	647	1931
2699	694	2515
1216	757	2440
1450	872	1874
2664	659	1915
2185	450	507
2327	744	1200
1486	645	1896
2005	802	541
1683	740	2696
2134	898	2373
3138	765	1886
2528	858	2322
1960	628	537
1412	566	1908
2943	686	1227
759	705	1860
2677	502	2518
2574	582	1769
2762	754	2623
3114	328	2088
2691	643	2512
2119	621	357
2570	874	1804
1640	795	485
916	659	541
1418	687	2428
1368	730	376
1733	974	2149
863	770	2785
2778	776	625
2693	413	1813
1219	907	462
1560	771	1940
806	729	2005
594	781	2419
2220	839	2646
3101	1117	2413
1569	801	2675
2622	481	458
939	711	1943
1348	639	485
772	722	2470
3259	428	1943
805	701	552
1521	657	2639
2105	849	2509
3206	296	2497
2018	840	2427
2010	687	2285
1357	630	1742
870	753	2512
1924	727	548
1108	634	421
3040	955	1779
3242	951	2522
1541	944	2528
3104	603	2552
2825	676	1791
1463	567	1856
2108	706	2585
2355	684	518
2030	457	2357
479	649	2562
1548	478	1902
2657	1044	1947
2650	714	2493
750	744	436
891	840	2351
2177	862	2013
1964	620	1692
1861	521	466
652	630	447
715	724	428
900	717	515
829	652	1960
865	821	2425
2312	742	1173
2778	673	1932
1411	716	507
3103	825	2486
2960	448	2273
1321	629	563
2139	643	2613
715	729	526
1523	588	2510
2280	663	2636
1232	536	402
762	586	1795
791	582	537
2265	450	488
2994	915	488
1661	600	258
3067	718	526
2700	661	1559
862	832	1438
792	875	2568
3178	611	515
2530	437	492
851	680	500
1663	717	1935
1022	790	2554
2263	686	455
1904	696	488
2460	645	1375
1827	479	406
2299	631	1889
2559	776	1637
1499	760	2628
1753	716	2700
2029	738	361
2632	620	2491
2580	935	1723
3235	905	508
808	769	439
1637	766	2717
2811	309	2623
2691	595	1857
1435	580	2574
572	634	436
1778	829	1128
2675	345	2406
1486	755	372
544	614	1859
1356	693	589
773	653	2500
808	678	1865
1055	723	518
543	481	313
2635	757	1830
729	590	1400
792	533	856
2576	735	361
763	630	530
1318	614	447
686	718	376
926	688	1966
1713	734	2735
689	630	338
2569	785	485
3224	417	2463
2675	408	1787
2094	646	466
2681	926	2602
1687	848	2658
1752	830	2758
1492	603	2619
2725	786	2504
2126	802	421
1699	705	2590
2506	569	1691
1467	675	2575
869	829	522
1315	708	398
2540	697	485
2535	706	2439
1571	754	1756
2096	690	1963
2510	784	413
2140	852	2581
2214	721	1996
2052	861	1943
2134	537	313
1280	744	402
2723	941	2575
1665	737	2679
837	706	2581
1794	866	2829
2262	539	2532
3190	884	1861
686	717	640
2083	825	2444
2302	838	2042
3215	650	1890
650	721	447
1636	650	2726
1323	629	383
1268	502	439
1975	738	1788
2605	612	432
1612	782	1754
1727	676	2723
2061	867	1922
2234	687	2416
694	744	2030
1688	788	2610
1338	421	443
3147	998	1863
2198	924	2157
887	850	522
776	763	1073
1618	737	2717
3098	685	2505
1696	879	2917
761	732	477
1753	438	2006
2224	649	1880
3229	668	546
776	575	496
1872	680	567
1599	709	2714
2208	577	2493
430	604	1684
2503	780	1737
1487	613	2523
2764	449	515
820	766	2597
3088	999	1819
3081	1081	2486
2511	444	384
2132	981	1935
2084	672	2458
1436	653	1760
468	685	462
3264	487	2661
2028	699	2464
2089	984	2661
2775	726	458
1723	773	2657
1763	824	2789
2118	518	2594
856	744	473
1543	666	2646
576	681	436
1378	531	402
2008	618	2372
2593	799	1859
1968	577	447
1948	409	2435
2720	597	2024
2193	907	2039
3237	307	1824
1457	533	2602
489	653	2452
2515	786	2409
1662	852	2125
2063	605	1976
2573	900	533
719	696	1833
3297	788	2660
1979	685	515
2016	873	2491
2035	906	1858
3284	716	486
1546	857	1897
3090	1014	1832
948	951	1850
2346	698	493
1870	598	462
710	674	2472
2014	817	1527
1983	546	2401
1994	743	1731
1698	884	2864
3138	434	473
1890	495	589
1481	540	1700
943	649	541
2672	968	1963
697	515	574
1984	676	1794
614	639	1771
2094	785	1885
3090	664	519
882	938	2007
1458	648	432
2491	536	368
2496	939	1591
2065	803	1930
1647	857	2003
1503	824	342
795	551	2324
3152	882	2571
502	608	305
1486	588	2597
2331	769	439
2020	585	2527
1962	767	2464
2159	696	1892
756	714	439
1855	687	1673
606	506	622
1653	901	2079
2087	592	526
1648	804	2754
444	693	2403
678	727	1754
1915	669	2431
1431	847	640
922	511	913
2858	923	2694
2679	659	2484
3077	157	1772
2316	710	2587
2175	586	2517
2613	337	387
2017	718	1841
2610	304	2390
680	620	1726
738	760	477
1539	772	2550
1544	785	1764
2718	896	409
2463	622	500
1973	652	2483
1459	782	424
1653	919	477
2797	444	2610
1714	711	2699
2631	520	466
2016	641	2463
1451	652	1924
2052	885	1916
1751	640	2789
892	610	455
2057	801	428
1972	643	1841
2560	667	2338
2485	643	410
854	767	563
737	745	604
643	762	2619
847	815	1646
2582	440	1831
1329	636	571
1668	714	1897
824	713	1692
3084	466	2300
617	576	432
642	676	1808
2550	419	1701
2607	1063	1948
2545	681	1541
553	522	2541
2360	683	402
2600	797	1843
1438	809	413
3111	1040	2555
717	605	455
2731	422	466
3014	917	1763
1968	711	1841
1448	552	2575
1018	1019	593
2211	859	2650
1122	631	432
1370	620	1753
2570	544	417
2705	304	1747
643	694	1612
467	704	585
1451	838	582
2642	343	1910
2356	679	1132
2146	771	2103
1805	813	473
1992	629	496
1311	558	413
1917	697	526
2165	799	1670
2589	548	1831
2800	869	2022
2707	898	433
2740	784	1941
2028	954	533
1619	807	2085
815	676	1650
580	697	1913
1415	641	2148
3199	1089	2561
1851	663	338
844	709	1750
2187	640	507
711	764	2393
2220	507	1986
867	796	1866
2018	616	2536
2664	836	2629
1453	582	1695
966	807	2472
3093	977	2414
2015	461	2405
2576	779	477
730	771	2522
3053	336	561
2116	571	1950
2212	758	2630
1336	654	458
1354	773	1607
2071	606	428
2706	734	1769
1990	727	1909
1872	714	2321
793	649	1902
2013	776	2468
854	800	545
1449	648	364
2000	837	1746
848	775	2519
292	624	2457
2106	708	2532
2099	930	643
2060	827	526
2616	774	2500
3168	646	1752
922	835	2590
841	611	1789
703	684	1827
2545	731	2450
2695	815	488
3093	490	2305
2933	315	458
2572	533	428
1871	734	2866
3079	720	1810
736	602	477
1322	828	2023
1996	678	2463
2225	627	368
2131	467	2469
1368	734	417
2580	569	2450
1968	613	1718
1401	747	1830
683	671	2439
2611	513	2425
2657	1004	1925
2021	650	1772
1571	666	1978
1811	523	2050
2021	890	2417
421	778	2617
2009	532	2396
3163	840	1904
590	788	1896
610	829	600
515	836	589
2266	640	353
1385	676	515
1230	612	526
577	725	2426
2179	682	2342
2680	553	2528
762	692	473
1480	883	2617
876	716	2477
923	863	1849
901	943	2033
990	971	2577
1687	633	2671
3140	935	605
1426	891	1755
1969	647	1837
2132	775	1800
1576	793	2510
3064	578	526
869	723	1879
1499	909	1857
1417	794	492
2743	611	2498
374	609	2451
496	525	1702
786	835	625
1627	850	1963
1820	660	1912
807	691	1963
3161	981	1860
1247	667	1888
859	673	1956
1956	712	383
2019	683	2724
2946	481	1337
1971	756	1754
3193	1014	1976
1336	701	443
587	768	563
1456	637	2365
1591	633	2683
1575	717	2703
2507	904	1804
2495	657	492
2083	813	2519
1915	810	1815
854	689	1928
3200	904	1846
2626	896	485
2798	332	1992
2218	591	406
2721	790	392
2057	557	2513
786	684	1941
1382	574	1840
597	605	2483
1685	558	1886
3087	183	537
587	530	473
1675	772	2647
1996	684	556
900	600	1855
2533	989	2533
760	644	2298
1475	516	1632
967	868	1908
1939	793	503
1092	854	537
905	940	2476
496	618	548
788	714	507
2619	387	1731
871	780	2416
1225	881	466
2682	449	1914
1340	669	443
2606	636	2520
2201	627	515
2084	755	1819
895	878	1667
1437	638	294
2008	705	2376
2691	766	466
1102	735	2393
1932	600	1832
2134	723	2531
3274	576	1877
1269	656	1806
2669	754	1877
1551	713	2667
2209	780	473
2521	681	455
1514	685	548
2078	845	2478
2313	751	2017
1502	789	1912
3037	1030	2286
1380	597	2558
3195	950	478
1254	631	368
604	543	1229
2541	860	2177
2072	589	1781
905	579	2032
2544	459	1821
2743	442	1737
2947	764	402
2858	366	1029
1034	929	2010
1512	763	1855
1416	733	1742
1599	822	2697
815	769	394
780	813	2492
2105	456	1730
1400	716	567
833	603	556
1696	786	2759
871	711	607
3009	414	589
1659	727	1875
846	736	2452
713	744	1654
2058	732	2451
1551	905	432
934	748	1850
1943	343	320
2649	551	492
1724	807	2798
2619	601	568
806	794	1921
902	719	2709
2073	684	1844
1962	580	2285
2702	799	2025
2554	420	251
3051	825	2374
792	646	2419
2548	739	1710
2056	626	1866
1071	728	2023
1726	637	1270
2134	550	2536
3129	924	2560
707	863	477
2708	719	424
848	854	503
560	573	391
2024	622	2492
3220	419	437
3054	773	1769
1385	645	530
1454	753	1399
2656	370	1850
2763	939	2082
710	724	556
3266	729	1980
2167	617	1740
1935	543	413
987	883	2046
2001	630	380
904	760	537
1393	586	2453
1718	836	2761
2471	660	455
2000	612	1787
2989	630	500
601	667	2533
1083	533	533
2510	661	470
2104	711	477
2168	646	1664
824	683	2694
850	787	526
3179	768	1916
1578	812	518
2023	549	1864
2586	487	488
2491	738	1419
389	758	511
1993	486	447
1540	726	1943
1659	811	2711
2242	608	1884
2750	818	2684
1589	831	2017
1333	765	1753
949	689	1915
2108	685	2488
2668	710	391
771	648	2557
3116	1016	2510
1407	599	1949
1469	533	1822
2556	907	600
735	738	2552
1972	679	1851
2570	606	2467
854	805	522
2693	784	1896
679	518	552
1226	707	368
2150	736	394
2809	694	2719
3052	687	1795
2225	888	2562
2657	454	1895
2594	570	643
671	562	413
3020	973	939
1679	905	2057
762	727	515
841	768	1997
918	748	496
3168	913	2646
1969	904	2436
2603	488	2443
2086	708	2512
2107	565	2498
2984	402	1416
2637	767	1928
1503	639	2483
1622	814	2682
3115	1010	2527
1038	770	1737
3014	834	2428
2251	831	2070
3191	951	519
1448	722	2595
2024	810	2440
1278	548	387
3055	930	585
1313	694	526
1453	429	2335
2024	476	2505
1459	796	1932
3137	883	1846
1108	712	443
3237	999	546
1471	670	1821
2580	625	1804
752	610	496
1285	808	432
2498	927	1741
1435	745	1935
2609	539	2447
3276	739	1988
1901	726	578
2724	174	1778
739	542	1957
755	761	2171
594	507	436
1393	668	522
3043	924	2393
545	432	162
1528	753	1893
1570	623	2636
1454	597	2484
2073	622	2535
1989	515	470
2609	619	2393
2483	744	488
688	598	346
2002	744	1816
1656	957	665
3039	748	485
2808	715	2693
566	602	2172
1421	658	2442
3056	998	1786
1605	663	2632
3086	837	1664
2939	946	600
1205	820	1198
2500	762	518
1711	558	1769
744	734	522
813	745	1735
2236	861	1964
2650	857	2454
684	469	1584
3076	452	1684
580	552	2629
2705	653	1662
1920	735	2459
1544	773	2066
827	539	1723
1482	589	1839
1426	756	2559
1668	920	2079
3164	895	2507
2635	565	2511
773	686	515
1019	932	2689
3171	651	482
765	669	1844
895	887	1925
790	643	436
718	741	1828
1684	685	1908
2591	629	515
1668	900	2014
2724	537	2561
789	661	1230
701	602	473
894	654	2370
1386	677	552
1656	865	1958
1712	393	1068
2021	697	522
2018	712	1842
1904	645	432
2081	689	1877
2553	651	1797
2272	984	1903
886	842	1881
1779	829	2721
1482	772	1870
2087	736	1922
1392	663	406
3138	832	1807
3130	791	439
3083	870	1648
727	696	1175
3174	989	593
1995	509	443
2320	439	1809
1285	700	1922
2664	786	1857
2647	784	1892
457	639	302
592	790	2492
2967	382	2281
3070	557	1715
923	750	2029
1448	738	629
2223	531	1058
2676	624	2561
2121	686	2573
2697	743	428
765	913	1853
2033	763	443
2705	491	1951
1967	665	1656
1888	720	447
2029	901	1864
1567	762	428
3049	432	444
1673	678	2727
2612	623	2408
1496	752	1807
2086	846	458
3088	602	471
947	786	1951
2059	598	1830
2200	552	466
773	681	342
1315	818	1687
2620	744	1860
2048	728	1836
2218	781	2009
2054	883	526
728	745	2375
1500	803	2430
663	670	443
2499	488	380
885	783	2611
672	682	1806
3091	631	455
1948	743	439
2808	354	1863
640	669	248
3369	989	2743
517	545	335
1753	886	2774
803	675	2545
903	717	2566
2077	753	585
2029	544	618
593	613	2391
2558	560	380
2018	688	470
2619	843	1838
2074	611	1822
2569	847	2482
1964	779	1889
1490	718	522
2421	670	537
2095	564	2395
2054	618	2549
1524	806	1869
2519	886	2341
2544	734	413
759	649	2379
836	712	522
2637	864	567
1998	653	1770
1921	739	2397
1946	692	1828
1914	704	2293
2089	684	2500
1435	654	2527
1924	473	1717
985	704	2604
2532	506	492
2842	362	2611
627	658	439
1329	546	1633
3095	394	1795
1547	774	466
784	658	466
1738	800	2729
899	773	2738
682	658	391
1019	835	2080
2672	857	2587
2543	692	1843
2000	544	1742
1432	877	447
1977	872	1784
1363	643	421
1001	824	1937
2736	339	1914
2612	709	1956
2733	523	618
2692	771	1880
2767	998	2044
3266	849	2557
1588	871	1830
624	769	466
2779	437	477
2471	794	2342
2714	573	328
2111	820	1895
1534	869	2023
841	813	2568
1745	703	1022
2783	931	2695
3046	851	1622
1556	701	2656
2636	853	2508
1876	432	447
2462	646	1644
1426	606	357
2498	633	537
932	650	1700
2561	881	1821
2586	955	2520
1682	741	2125
2793	303	2489
1553	726	2626
1541	704	526
706	678	2429
678	723	1638
1299	616	394
1608	698	409
2005	822	1808
1712	741	2083
820	673	1698
508	606	492
1347	493	466
3239	668	1939
1989	740	1686
2104	591	364
2014	716	2369
1379	584	428
2121	615	1996
535	745	1747
2038	752	2549
722	782	2566
1695	736	1916
1503	587	2560
1375	505	417
590	692	2088
2933	894	2217
1367	563	443
2645	842	2503
2628	595	1795
2576	754	1744
2732	678	2584
773	758	2434
1326	558	1638
1285	562	571
2021	743	481
1940	865	679
2679	729	2021
1488	607	1912
1610	687	2748
2087	514	455
2518	350	433
2159	718	2403
1366	730	500
2512	877	1718
2499	608	2400
1330	678	368
934	754	1828
680	608	1791
689	689	2600
1865	797	455
2105	663	522
3259	1016	1708
556	704	2522
569	489	417
2459	482	481
1081	676	1152
653	704	2377
3239	956	1888
1425	741	1904
1571	657	1600
1991	788	1800
2955	829	2347
2138	764	2371
1479	730	1873
556	589	2419
1189	650	439
2061	676	1662
2582	230	458
1989	702	1675
1227	697	548
2735	310	2514
2267	809	1874
840	692	2685
1496	895	1949
1438	757	533
877	898	2205
1590	720	2649
2103	627	2407
1929	432	346
2154	861	2463
872	550	1918
1972	773	560
788	636	2700
1359	557	2453
2551	595	1295
2077	802	2427
2413	695	503
2709	909	575
862	771	1980
2581	423	387
2517	896	432
1626	840	1766
1714	707	2587
1423	630	2513
2747	558	2064
2938	649	414
2731	825	2630
3089	679	1823
1971	881	458
454	716	458
823	822	357
2548	566	1554
1863	754	1377
2127	759	383
692	732	567
847	654	507
671	742	1796
2356	677	1930
817	729	1952
2618	555	2465
1921	603	387
2560	438	424
2510	703	560
2798	415	2662
817	649	481
465	545	1263
799	730	2635
927	834	2013
2597	769	2483
835	676	2538
689	719	1900
583	608	2520
833	739	1897
2105	628	1890
1829	638	443
1508	690	1941
2072	954	1918
1343	613	1819
595	604	1729
1448	699	413
3083	1085	2552
2134	764	2558
889	666	1844
752	831	526
1459	735	1845
1764	939	2707
2509	795	376
930	829	424
849	888	1961
966	858	2013
1553	742	455
1984	581	447
2091	541	2410
3244	600	466
2108	656	2478
818	846	2616
2763	737	2581
1594	726	2619
2503	218	2351
1593	706	2702
1535	689	1964
2794	386	2007
2722	965	1985
3022	605	1711
2690	193	2490
3172	789	1684
647	599	443
2962	857	1627
1978	725	2423
785	582	1798
1653	740	2105
660	770	477
2221	662	2694
1455	681	2578
2649	591	2474
2569	536	2383
957	1025	915
709	763	470
2431	929	455
1529	727	596
1463	764	477
2487	591	1747
631	641	1804
1578	646	428
1664	765	2640
3049	1090	418
639	603	2669
874	779	496
2627	536	1640
2753	480	488
1446	573	1791
1391	704	2488
2027	466	1787
3150	332	1835
2223	833	1197
1904	700	1696
1685	665	1907
569	516	2409
742	712	2379
2072	914	1883
884	795	2135
762	770	1985
2627	794	497
3028	1002	533
2036	798	2392
2436	489	458
2008	794	533
2576	542	1786
3103	499	662
2612	552	2566
843	783	2537
1687	1038	2760
1517	709	1882
582	647	1821
1630	934	1953
3161	177	2522
2050	604	2454
852	764	1925
1457	658	1979
2682	599	526
2102	509	1971
1637	837	2712
943	710	1983
1871	704	500
931	798	533
586	569	492
782	813	2628
2614	393	2398
2190	787	2471
3142	363	2525
2026	721	2540
2140	931	1945
717	674	2452
763	769	1760
2546	398	361
2674	655	1842
991	609	398
2980	781	1379
626	823	2531
771	774	507
2763	617	2495
1577	790	2571
606	496	324
2185	855	1970
2442	596	1622
1478	809	2690
940	797	353
2626	501	2491
1536	689	2613
845	769	406
758	687	2347
3168	433	1809
1765	912	2816
1985	732	2388
1876	718	2077
1961	669	391
2513	972	1836
722	835	2538
1109	646	545
1529	565	2662
572	672	2608
728	672	421
3015	861	2403
1922	628	1723
2124	874	372
1619	718	2639
2208	835	2064
2047	501	428
2177	907	2032
2602	682	1798
2666	634	1879
656	707	560
785	784	1897
909	856	1886
3133	740	1656
2526	623	2436
2628	437	1748
772	879	1799
1997	597	477
781	791	488
2142	692	1878
1422	543	387
2651	793	1998
2533	569	518
2559	487	1733
707	568	458
625	646	2513
3118	546	2482
991	864	578
1400	760	455
2520	685	462
1506	814	2476
777	720	622
3049	427	1632
812	810	1767
1424	793	2463
2836	838	2059
795	662	533
2011	772	2495
2999	738	470
2487	523	1629
838	777	2308
1438	699	424
585	828	466
1513	538	1911
2664	576	1777
1727	908	2811
720	772	466
605	686	1792
2001	766	1844
2490	526	2311
870	756	507
1935	526	1806
1608	662	2565
1132	592	518
1583	731	1887
1234	807	1874
2137	883	2612
721	718	398
697	864	1955
2734	548	1893
758	874	2418
1491	958	1514
2255	638	1658
2609	505	2466
1582	741	1860
747	731	1887
1972	632	1171
2162	693	2464
2559	717	604
1947	598	447
2530	431	1501
2141	443	398
635	568	379
1631	725	1995
2009	688	2409
1720	777	1981
711	635	1227
1002	881	2641
1378	613	1898
2696	298	1882
798	756	462
1302	451	447
745	669	481
1646	804	2139
2628	632	593
2704	520	1906
2549	910	2448
3127	998	1838
1751	875	2316
3015	973	2265
2782	515	2665
